Date,Open,High,Low,Close,Adj Close,Volume
2018-04-03,103.889999,104.160004,102.690002,103.669998,93.357689,1043500
2018-04-04,102.370003,104.750000,102.330002,104.470001,94.078102,690300
2018-04-05,105.470001,106.099998,105.099998,105.440002,94.951622,468300
2018-04-06,105.839996,106.449997,105.059998,105.360001,94.879578,598600
2018-04-09,107.949997,108.080002,107.120003,107.169998,96.509537,821500
2018-04-10,107.980003,108.360001,107.260002,107.739998,97.022842,969900
2018-04-11,107.309998,108.000000,106.860001,106.970001,96.329430,794600
2018-04-12,107.709999,108.190002,107.589996,107.910004,97.175926,602600
2018-04-13,108.540001,108.620003,107.860001,108.129997,97.374039,483500
2018-04-16,108.389999,108.500000,107.730003,107.949997,97.211945,390700
2018-04-17,108.449997,109.629997,108.320000,109.440002,98.553734,587200
2018-04-18,109.580002,109.599998,108.760002,109.010002,98.166504,639000
2018-04-19,108.860001,109.070000,107.089996,107.870003,97.139908,900300
2018-04-20,106.800003,106.800003,105.860001,106.000000,95.455917,1004000
2018-04-23,106.449997,106.720001,105.570000,105.980003,95.437912,1179600
2018-04-24,110.589996,111.129997,108.500000,108.500000,97.707237,3034900
2018-04-25,108.580002,109.000000,107.610001,108.889999,98.058434,1009200
2018-04-26,109.330002,110.220001,109.150002,109.879997,98.949959,1801400
2018-04-27,111.379997,111.570000,110.540001,111.349998,100.273735,946400
2018-04-30,110.739998,111.510002,110.690002,110.830002,99.805473,412400
2018-05-01,110.410004,111.750000,110.169998,111.720001,100.606934,896400
2018-05-02,112.519997,112.739998,111.720001,111.980003,100.841072,984800
2018-05-03,112.919998,113.300003,111.669998,113.139999,101.885681,737600
2018-05-04,112.620003,114.209999,112.570000,114.019997,102.678146,896300
2018-05-07,114.349998,114.610001,113.769997,113.989998,102.651123,894700
2018-05-08,113.989998,115.099998,113.870003,114.800003,103.380562,982800
2018-05-09,114.730003,115.360001,114.349998,115.070000,103.623703,814600
2018-05-10,115.480003,116.690002,115.379997,116.459999,104.875427,1717800
2018-05-11,115.919998,116.430000,115.680000,116.180000,104.623283,549000
2018-05-14,115.949997,116.260002,115.000000,115.190002,103.731758,1085900
2018-05-15,113.459999,113.970001,112.599998,113.639999,102.335953,524700
2018-05-16,113.650002,114.720001,113.080002,114.160004,102.804222,616500
2018-05-17,114.250000,115.180000,113.959999,114.550003,103.155426,532500
2018-05-18,112.489998,113.330002,112.120003,113.239998,103.536705,1224800
2018-05-21,114.190002,114.440002,113.470001,113.720001,103.975571,397200
2018-05-22,113.400002,113.860001,112.879997,113.110001,103.417839,649600
2018-05-23,112.019997,113.709999,112.019997,113.629997,103.893288,779600
2018-05-24,113.949997,114.260002,112.940002,114.029999,104.259003,1999200
2018-05-25,113.680000,114.260002,113.540001,114.029999,104.259003,2068300
2018-05-29,110.669998,111.150002,109.720001,110.290001,100.839470,1017300
2018-05-30,111.879997,112.650002,110.989998,112.400002,102.768677,671300
2018-05-31,112.680000,113.029999,111.870003,112.790001,103.125259,408600
2018-06-01,114.459999,114.459999,113.180000,113.730003,103.984718,518100
2018-06-04,114.139999,114.919998,114.050003,114.610001,104.789307,535700
2018-06-05,116.169998,116.440002,115.339996,115.669998,105.758469,640700
2018-06-06,116.449997,116.940002,115.820000,116.889999,106.873940,1384900
2018-06-07,117.889999,118.019997,116.440002,116.930000,106.910507,1074800
2018-06-08,118.070000,119.070000,117.519997,118.750000,108.574562,911700
2018-06-11,119.309998,120.559998,119.070000,120.010002,109.726593,722700
2018-06-12,120.580002,120.790001,119.989998,120.190002,109.891167,755500
2018-06-13,120.980003,121.379997,120.080002,120.500000,110.174606,460100
2018-06-14,120.660004,121.949997,120.540001,121.379997,110.979195,536100
2018-06-15,121.019997,121.199997,120.440002,121.180000,110.796333,544100
2018-06-18,118.459999,119.519997,118.440002,119.470001,109.232857,1986000
2018-06-19,116.720001,118.730003,116.720001,118.510002,108.355125,1515600
2018-06-20,118.739998,119.239998,118.129997,118.589996,108.428261,855200
2018-06-21,119.040001,119.040001,117.540001,117.940002,107.833961,644500
2018-06-22,117.660004,118.269997,116.169998,117.830002,107.733391,1446000
2018-06-25,116.339996,116.570000,115.360001,116.269997,106.307068,1453400
2018-06-26,115.610001,115.870003,114.739998,115.209999,105.337891,1077300
2018-06-27,116.010002,116.660004,114.550003,114.839996,104.999588,521200
2018-06-28,112.260002,113.489998,112.199997,113.209999,103.509270,1037500
2018-06-29,115.019997,115.820000,115.000000,115.660004,105.749336,613000
2018-07-02,113.589996,115.389999,113.529999,115.320000,105.438461,521700
2018-07-03,115.949997,115.949997,114.989998,115.180000,105.310471,1279300
2018-07-05,115.629997,116.570000,115.269997,116.449997,106.471634,896400
2018-07-06,116.480003,117.190002,116.239998,117.129997,107.093369,852600
2018-07-09,119.449997,119.480003,118.550003,119.379997,109.150566,808800
2018-07-10,119.260002,120.129997,119.260002,119.669998,109.415718,512000
2018-07-11,117.620003,118.459999,117.480003,117.820000,107.724243,654000
2018-07-12,118.110001,119.610001,118.110001,119.440002,109.205444,755400
2018-07-13,119.480003,119.980003,119.059998,119.910004,109.635162,804200
2018-07-16,120.070000,120.800003,120.059998,120.570000,110.238602,1450800
2018-07-17,119.720001,121.910004,119.680000,121.639999,111.216911,741700
2018-07-18,121.650002,122.739998,121.269997,121.959999,111.509491,1738900
2018-07-19,118.080002,118.769997,116.879997,117.410004,107.349380,1390500
2018-07-20,117.050003,117.320000,116.180000,116.400002,106.425919,1451300
2018-07-23,117.139999,117.139999,116.330002,116.809998,106.800781,715800
2018-07-24,118.599998,118.680000,116.900002,117.379997,107.321953,738400
2018-07-25,118.110001,119.480003,117.489998,119.269997,109.049988,645300
2018-07-26,119.570000,120.510002,119.370003,119.699997,109.443153,952700
2018-07-27,120.940002,120.940002,118.930000,119.050003,108.848862,794200
2018-07-30,119.019997,119.080002,116.730003,116.769997,106.764214,708400
2018-07-31,116.889999,117.110001,115.790001,116.040001,106.096771,1363500
2018-08-01,116.330002,116.519997,115.750000,115.949997,106.014481,1039400
2018-08-02,114.879997,115.570000,114.790001,115.570000,105.667046,751100
2018-08-03,115.489998,115.779999,114.809998,115.709999,105.795044,448600
2018-08-06,115.000000,115.660004,114.629997,115.239998,105.365318,290500
2018-08-07,115.980003,116.000000,115.120003,115.589996,105.685326,321900
2018-08-08,116.019997,116.470001,115.779999,116.019997,106.078476,330400
2018-08-09,116.290001,116.510002,115.540001,115.690002,105.776772,457500
2018-08-10,112.260002,113.309998,112.220001,112.860001,103.189247,820000
2018-08-13,114.470001,114.900002,113.830002,114.099998,104.323006,635900
2018-08-14,114.519997,114.660004,113.419998,114.169998,104.387001,690300
2018-08-15,112.879997,113.349998,112.120003,113.220001,103.518410,1340500
2018-08-16,115.540001,116.779999,115.260002,116.080002,106.133347,877900
2018-08-17,115.480003,116.930000,115.379997,116.900002,106.883080,468700
2018-08-20,117.730003,117.889999,117.139999,117.699997,107.614517,748300
2018-08-21,118.150002,118.209999,117.580002,117.980003,107.870537,426100
2018-08-22,119.059998,119.099998,118.449997,119.080002,108.876282,829900
2018-08-23,119.739998,120.160004,119.110001,119.290001,109.068283,525500
2018-08-24,120.250000,120.940002,119.919998,120.900002,110.540321,324600
2018-08-27,121.669998,122.379997,121.320000,122.209999,111.738075,394800
2018-08-28,122.500000,122.510002,121.820000,122.029999,111.573494,493800
2018-08-29,122.099998,122.459999,121.919998,122.050003,111.591782,1498900
2018-08-30,121.070000,121.889999,120.870003,121.230003,110.842056,716300
2018-08-31,120.110001,120.830002,119.389999,119.739998,109.479729,443700
2018-09-04,117.760002,118.809998,117.550003,118.379997,108.236259,926400
2018-09-05,117.320000,117.400002,115.330002,115.410004,105.520760,863700
2018-09-06,115.959999,116.139999,114.550003,115.330002,105.447609,618500
2018-09-07,115.550003,116.699997,115.269997,116.519997,106.535637,569000
2018-09-10,118.050003,118.419998,117.580002,118.260002,108.126549,533100
2018-09-11,117.980003,119.519997,117.629997,119.290001,109.068283,395400
2018-09-12,120.419998,121.430000,119.800003,121.050003,110.677475,655100
2018-09-13,121.580002,121.830002,120.839996,121.169998,110.787186,723700
2018-09-14,121.190002,121.639999,120.910004,121.400002,110.997490,429400
2018-09-17,120.330002,120.629997,119.720001,119.790001,109.525444,1791100
2018-09-18,119.269997,120.739998,119.260002,120.279999,109.973442,490800
2018-09-19,119.309998,119.800003,119.040001,119.489998,109.251144,770400
2018-09-20,119.760002,120.440002,119.239998,120.129997,109.836304,835500
2018-09-21,121.199997,122.430000,120.910004,121.639999,111.216911,715800
2018-09-24,121.940002,122.510002,121.470001,122.040001,111.582634,424800
2018-09-25,124.320000,126.629997,123.940002,126.610001,115.761047,2447800
2018-09-26,126.169998,127.160004,126.080002,126.169998,115.358742,866100
2018-09-27,126.010002,126.379997,125.239998,125.360001,114.618156,855800
2018-09-28,122.470001,123.739998,122.470001,123.000000,112.460388,1342000
2018-10-01,123.580002,123.750000,122.870003,123.269997,112.707245,520600
2018-10-02,122.040001,122.599998,121.459999,122.209999,111.738075,627800
2018-10-03,123.239998,123.250000,122.529999,122.769997,112.250092,359500
2018-10-04,123.080002,123.089996,121.419998,122.059998,111.600929,536500
2018-10-05,120.470001,121.099998,119.459999,120.089996,109.799728,528100
2018-10-08,117.629997,118.040001,116.269997,117.330002,107.276237,1522400
2018-10-09,117.669998,119.800003,117.669998,119.379997,109.150566,1796100
2018-10-10,116.360001,116.510002,112.779999,113.010002,103.326401,2665200
2018-10-11,113.510002,114.209999,111.510002,112.910004,103.234978,2087900
2018-10-12,114.760002,115.320000,112.320000,114.529999,104.716148,967400
2018-10-15,112.910004,113.980003,112.760002,113.250000,103.545837,726800
2018-10-16,115.949997,117.430000,115.379997,117.419998,107.358521,2058900
2018-10-17,116.199997,116.360001,115.059998,115.790001,105.868195,963300
2018-10-18,110.660004,111.190002,106.980003,107.010002,97.840538,2493100
2018-10-19,108.800003,109.800003,108.580002,109.019997,99.678291,1064200
2018-10-22,110.180000,110.339996,108.029999,108.620003,99.312576,1098100
2018-10-23,106.260002,108.430000,105.870003,107.739998,98.507973,980000
2018-10-24,106.290001,106.430000,103.309998,103.370003,94.512436,1336100
2018-10-25,104.820000,107.519997,103.879997,106.540001,97.410797,1087100
2018-10-26,104.879997,106.650002,103.830002,105.410004,96.377640,782000
2018-10-29,106.540001,106.709999,102.809998,104.279999,95.344460,788000
2018-10-30,104.330002,105.639999,103.889999,105.589996,96.542206,877800
2018-10-31,106.809998,107.930000,106.669998,107.260002,98.069115,827000
2018-11-01,107.050003,107.199997,105.970001,106.669998,97.529663,760600
2018-11-02,107.949997,108.470001,106.949997,107.629997,98.407394,563600
2018-11-05,107.769997,107.849998,106.750000,107.620003,98.398254,523400
2018-11-06,106.779999,107.580002,106.540001,106.900002,97.739960,601200
2018-11-07,108.080002,109.510002,107.870003,109.489998,100.108032,981800
2018-11-08,107.940002,108.680000,107.400002,107.610001,98.389130,1311000
2018-11-09,107.919998,108.500000,107.199997,108.309998,99.029137,912500
2018-11-12,103.110001,103.320000,101.019997,101.419998,92.729523,1350400
2018-11-13,102.139999,104.250000,102.099998,103.730003,94.841583,1828900
2018-11-14,105.209999,105.440002,103.230003,103.830002,94.933022,789300
2018-11-15,103.839996,106.089996,103.250000,105.480003,96.441643,760000
2018-11-16,103.989998,105.300003,103.620003,104.599998,95.637047,1112300
2018-11-19,104.190002,104.269997,101.180000,101.580002,92.875824,1704300
2018-11-20,98.970001,101.000000,98.830002,99.980003,91.412926,936300
2018-11-21,101.480003,102.239998,101.199997,101.510002,92.811813,890800
2018-11-23,99.910004,101.589996,99.910004,100.989998,92.336372,524800
2018-11-26,102.239998,102.769997,101.400002,102.739998,93.936417,832300
2018-11-27,101.599998,102.410004,100.940002,101.860001,93.131821,764200
2018-11-28,102.720001,105.089996,102.440002,104.910004,95.920479,695900
2018-11-29,104.699997,104.980003,103.570000,103.989998,95.079300,782600
2018-11-30,103.690002,103.879997,103.000000,103.680000,94.795868,698900
2018-12-03,105.500000,105.580002,104.750000,105.290001,96.267914,666900
2018-12-04,105.309998,105.449997,102.779999,102.910004,94.091858,884200
2018-12-06,100.339996,101.720001,99.559998,101.510002,92.811813,1596300
2018-12-07,102.690002,103.220001,100.279999,100.720001,92.089500,683700
2018-12-10,101.550003,102.379997,100.489998,101.900002,93.168396,871700
2018-12-11,102.820000,102.900002,101.029999,101.559998,92.857529,981800
2018-12-12,103.639999,104.269997,103.290001,103.339996,94.485001,830900
2018-12-13,103.629997,104.050003,102.860001,103.459999,94.594727,1071800
2018-12-14,101.580002,102.080002,100.800003,100.989998,92.336372,673500
2018-12-17,100.349998,100.879997,99.150002,99.620003,91.083771,789900
2018-12-18,100.320000,100.570000,99.690002,100.080002,91.504349,724800
2018-12-19,102.019997,102.260002,98.849998,100.110001,91.531784,854400
2018-12-20,100.510002,101.000000,98.980003,100.099998,91.522636,854000
2018-12-21,99.320000,99.459999,95.739998,96.139999,87.901962,2155000
2018-12-24,95.860001,96.930000,95.000000,95.000000,86.859642,405500
2018-12-26,95.209999,98.480003,94.809998,98.379997,89.950012,559000
2018-12-27,97.709999,99.059998,96.639999,98.989998,90.507744,978900
2018-12-28,100.010002,100.209999,98.940002,99.199997,90.699753,534500
